time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-25 00:00:00+00:00,,,14,7
2022-12-26 00:00:00+00:00,,,8,6
2022-12-27 00:00:00+00:00,,,6,4
2022-12-28 00:00:00+00:00,,,13,5
2022-12-29 00:00:00+00:00,,,6,3
2022-12-30 00:00:00+00:00,,,2,1
2022-12-31 00:00:00+00:00,,,8,3
2023-01-01 00:00:00+00:00,,,2,1
2023-01-02 00:00:00+00:00,,,6,5
2023-01-03 00:00:00+00:00,10.0,5.0,10,8
2023-01-04 00:00:00+00:00,4.0,2.0,15,11
2023-01-05 00:00:00+00:00,1.0,1.0,32,11
2023-01-06 00:00:00+00:00,,,94,42
2023-01-07 00:00:00+00:00,,,40,13
