time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-30 00:00:00+00:00,,,5,1
2022-07-01 00:00:00+00:00,,,2,2
2022-07-02 00:00:00+00:00,,,15,3
2022-07-03 00:00:00+00:00,,,15,3
2022-07-04 00:00:00+00:00,,,2,1
2022-07-05 00:00:00+00:00,2.0,1.0,4,1
2022-07-06 00:00:00+00:00,5.0,3.0,105,9
2022-07-07 00:00:00+00:00,,,17,3
2022-07-08 00:00:00+00:00,,,202,5
2022-07-09 00:00:00+00:00,,,42,3
2022-07-10 00:00:00+00:00,,,145,3
2022-07-11 00:00:00+00:00,,,64,2
2022-07-12 00:00:00+00:00,,,71,7
2022-07-13 00:00:00+00:00,,,54,5
2022-07-14 00:00:00+00:00,,,37,2
