url_path,views_total,views_unique
/Infinity-Vault/Baze-podataka-I,49,23
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci,30,13
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci/2022-02-23,28,12
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci/2022-02-23/Postavka,26,11
/Infinity-Vault/Baze-podataka-I/blob/main/Ispitni%20zadaci/2022-02-23/Postavka/prakticni_ispit%2023FEB22.pdf,14,7
/Infinity-Vault/Baze-podataka-I/blob/main/Ispitni%20zadaci/2022-02-23/Postavka/northwind.accdb,9,6
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci/2022-02-02/Rjesenje%20(Elda%20Sultic),9,6
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci/2022-02-23/Rjesenje,8,7
/Infinity-Vault/Baze-podataka-I/tree/main/Ispitni%20zadaci/2022-02-02,8,5
/Infinity-Vault/Baze-podataka-I/blob/main/Ispitni%20zadaci/2022-02-02/Postavka/prakticni_ispit%202FEB22.pdf,7,3
