time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-28 00:00:00+00:00,,,91,8
2023-01-29 00:00:00+00:00,,,170,11
2023-01-30 00:00:00+00:00,1.0,1.0,84,5
2023-01-31 00:00:00+00:00,1.0,1.0,25,5
2023-02-01 00:00:00+00:00,,,19,3
2023-02-02 00:00:00+00:00,1.0,1.0,2,1
2023-02-03 00:00:00+00:00,,,16,2
2023-02-04 00:00:00+00:00,,,25,4
2023-02-05 00:00:00+00:00,,,1,1
2023-02-06 00:00:00+00:00,,,29,7
2023-02-07 00:00:00+00:00,,,69,6
2023-02-08 00:00:00+00:00,,,41,6
2023-02-09 00:00:00+00:00,,,112,7
2023-02-10 00:00:00+00:00,1.0,1.0,34,7
