time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-07 00:00:00+00:00,1.0,1.0,573,65
2023-01-08 00:00:00+00:00,,,845,80
2023-01-09 00:00:00+00:00,,,772,82
2023-01-10 00:00:00+00:00,2.0,2.0,1112,103
2023-01-11 00:00:00+00:00,,,1075,111
2023-01-12 00:00:00+00:00,,,1292,114
2023-01-13 00:00:00+00:00,1.0,1.0,1046,118
2023-01-14 00:00:00+00:00,,,1009,100
2023-01-15 00:00:00+00:00,,,1230,109
2023-01-16 00:00:00+00:00,1.0,1.0,1154,103
2023-01-17 00:00:00+00:00,,,1472,129
2023-01-18 00:00:00+00:00,,,1477,118
2023-01-19 00:00:00+00:00,,,1552,121
2023-01-20 00:00:00+00:00,,,1012,99
