time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-06 00:00:00+00:00,,,27,7
2022-07-07 00:00:00+00:00,1.0,1.0,10,3
2022-07-08 00:00:00+00:00,,,76,16
2022-07-09 00:00:00+00:00,,,28,12
2022-07-10 00:00:00+00:00,,,20,8
2022-07-11 00:00:00+00:00,,,47,11
2022-07-12 00:00:00+00:00,,,12,6
2022-07-13 00:00:00+00:00,2.0,1.0,27,8
2022-07-14 00:00:00+00:00,2.0,1.0,2,2
2022-07-15 00:00:00+00:00,1.0,1.0,4,2
2022-07-16 00:00:00+00:00,,,1,1
2022-07-17 00:00:00+00:00,,,4,4
2022-07-18 00:00:00+00:00,,,2,2
2022-07-19 00:00:00+00:00,,,1,1
