time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-23 00:00:00+00:00,,,17,2
2022-09-24 00:00:00+00:00,,,15,3
2022-09-25 00:00:00+00:00,,,7,1
2022-09-26 00:00:00+00:00,,,13,3
2022-09-27 00:00:00+00:00,,,1,1
2022-09-28 00:00:00+00:00,,,8,3
2022-09-29 00:00:00+00:00,,,9,2
2022-09-30 00:00:00+00:00,,,14,4
2022-10-01 00:00:00+00:00,,,6,2
2022-10-02 00:00:00+00:00,,,14,1
2022-10-03 00:00:00+00:00,,,12,4
2022-10-04 00:00:00+00:00,,,38,12
2022-10-05 00:00:00+00:00,,,49,9
2022-10-06 00:00:00+00:00,,,104,36
